city,county_name,state_id,lat,lng,population
Garden Acres,San Joaquin,CA,37.9637,-121.2296,10701
Anderson,Shasta,CA,40.4497,-122.295,10630
Morro Bay,San Luis Obispo,CA,35.3681,-120.8481,10543
Exeter,Tulare,CA,36.294,-119.1459,10485
Shasta Lake,Shasta,CA,40.679,-122.3775,10413
Rodeo,Contra Costa,CA,38.0368,-122.2526,10411
East Whittier,Los Angeles,CA,33.9244,-117.9887,10391
San Diego Country Estates,San Diego,CA,33.0093,-116.7874,10381
Fort Bragg,Mendocino,CA,39.4399,-123.8013,10374
Fairview,Alameda,CA,37.676,-122.048,10299
Quartz Hill,Los Angeles,CA,34.6527,-118.2163,10164
Del Aire,Los Angeles,CA,33.9168,-118.3693,10065
Capitola,Santa Cruz,CA,36.9772,-121.9538,10010
Orland,Glenn,CA,39.7461,-122.1856,9964
Madera Acres,Madera,CA,37.0123,-120.0799,9946
Blackhawk,Contra Costa,CA,37.816,-121.9071,9860
Mentone,San Bernardino,CA,34.0609,-117.1108,9847
Country Club,San Joaquin,CA,37.9687,-121.3408,9846
Rio del Mar,Santa Cruz,CA,36.9607,-121.8807,9775
Marina del Rey,Los Angeles,CA,33.9765,-118.4486,9771
Lake Arrowhead,San Bernardino,CA,34.2531,-117.1945,9765
Charter Oak,Los Angeles,CA,34.1025,-117.8564,9760
Corte Madera,Marin,CA,37.9238,-122.5129,9751
Oak Hills,San Bernardino,CA,34.3912,-117.4125,9700
Waterford,Stanislaus,CA,37.6429,-120.7553,9648
Bishop,Inyo,CA,37.3665,-118.3958,9597
Golden Hills,Kern,CA,35.1512,-118.5024,9407
Crestline,San Bernardino,CA,34.2486,-117.289,9381
Rio Vista,Solano,CA,38.1763,-121.7025,9369
Gridley,Butte,CA,39.3622,-121.6971,9237
Cloverdale,Sonoma,CA,38.7961,-123.0151,9205
Good Hope,Riverside,CA,33.7706,-117.2772,9173
Calimesa,Riverside,CA,33.9874,-117.0542,9160
Fort Irwin,San Bernardino,CA,35.2476,-116.6834,9086
Tiburon,Marin,CA,37.8854,-122.4637,9084
Live Oak,Sutter,CA,39.2788,-121.6624,9076
Valley Center,San Diego,CA,33.233,-117.0157,9059
Larkfield-Wikiup,Sonoma,CA,38.513,-122.7536,8926
Earlimart,Tulare,CA,35.8824,-119.2715,8790
August,San Joaquin,CA,37.9797,-121.2625,8774
Needles,San Bernardino,CA,34.8164,-114.6189,8752
South San Gabriel,Los Angeles,CA,34.0489,-118.0961,8643
Montecito,Santa Barbara,CA,34.4382,-119.6286,8611
Corning,Tehama,CA,39.9282,-122.182,8604
Susanville,Lassen,CA,40.4205,-120.6129,8602
West Athens,Los Angeles,CA,33.9235,-118.3033,8574
Ione,Amador,CA,38.3613,-120.9422,8462
Los Altos Hills,Santa Clara,CA,37.3671,-122.139,8423
Midway City,Orange,CA,33.7451,-117.9849,8374
Gonzales,Monterey,CA,36.506,-121.4429,8293
Westlake Village,Los Angeles,CA,34.1369,-118.822,8217
Pismo Beach,San Luis Obispo,CA,35.1484,-120.6492,8168
Alondra Park,Los Angeles,CA,33.8885,-118.335,8097
Rolling Hills Estates,Los Angeles,CA,33.7783,-118.3509,8058
Willits,Mendocino,CA,39.4047,-123.3494,8055
Firebaugh,Fresno,CA,36.8534,-120.4536,8000
Templeton,San Luis Obispo,CA,35.556,-120.7182,7938
Boyes Hot Springs,Sonoma,CA,38.3126,-122.4888,7863
Vandenberg Village,Santa Barbara,CA,34.7111,-120.4623,7861
Woodlake,Tulare,CA,36.4124,-119.0999,7854
Winters,Yolo,CA,38.532,-121.9781,7820
Thousand Palms,Riverside,CA,33.815,-116.3545,7814
Guadalupe,Santa Barbara,CA,34.9608,-120.5735,7783
Cherry Valley,Riverside,CA,33.9797,-116.9694,7755
Spring Valley Lake,San Bernardino,CA,34.4987,-117.2683,7744
Mammoth Lakes,Mono,CA,37.6273,-118.99,7694
Oceano,San Luis Obispo,CA,35.1019,-120.609,7678
Sebastopol,Sonoma,CA,38.4001,-122.8276,7674
Holtville,Imperial,CA,32.813,-115.378,7664
Escalon,San Joaquin,CA,37.7912,-120.9982,7601
Piñon Hills,San Bernardino,CA,34.4438,-117.6214,7592
Hughson,Stanislaus,CA,37.602,-120.866,7565
Jackson,Amador,CA,38.3485,-120.7728,7550
Gold River,Sacramento,CA,38.6268,-121.2488,7523
Fairfax,Marin,CA,37.9886,-122.5952,7522
Dos Palos,Merced,CA,36.9854,-120.6336,7494
Mount Shasta,Siskiyou,CA,41.3206,-122.315,7472
Ojai,Ventura,CA,34.4487,-119.2469,7470
Topanga,Los Angeles,CA,34.0964,-118.6053,7449
Orosi,Tulare,CA,36.5434,-119.2903,7441
Cotati,Sonoma,CA,38.3279,-122.7092,7410
University of California-Davis,Yolo,CA,38.5374,-121.7576,7379
Oroville East,Butte,CA,39.4947,-121.4866,7368
Plumas Lake,Yuba,CA,38.9924,-121.558,7367
Yreka,Siskiyou,CA,41.7292,-122.6312,7356
Homeland,Riverside,CA,33.7459,-117.1132,7326
Franklin,Merced,CA,37.3277,-120.5321,7314
Huron,Fresno,CA,36.2041,-120.0961,7281
Willows,Glenn,CA,39.5149,-122.1995,7234
Alta Sierra,Nevada,CA,39.1237,-121.0523,7207
South Monrovia Island,Los Angeles,CA,34.1234,-117.9958,7192
Interlaken,Santa Cruz,CA,36.9505,-121.7363,7191
Acton,Los Angeles,CA,34.4956,-118.1857,7185
Mecca,Riverside,CA,33.5767,-116.0645,7174
Atherton,San Mateo,CA,37.4539,-122.2032,7137
Calipatria,Imperial,CA,33.1493,-115.5056,7114
Ladera Heights,Los Angeles,CA,33.9972,-118.374,7090
Ben Lomond,Santa Cruz,CA,37.0782,-122.0882,7071
Sausalito,Marin,CA,37.858,-122.4932,7068
Lemoore Station,Kings,CA,36.2633,-119.9049,7063
St. Helena,Napa,CA,38.5063,-122.4682,7059
Rancho Calaveras,Calaveras,CA,38.1248,-120.857,7035
Nuevo,Riverside,CA,33.8011,-117.1415,7033
San Martin,Santa Clara,CA,37.0829,-121.5963,7010
Joshua Tree,San Bernardino,CA,34.1236,-116.3128,6980
Desert Palms,Riverside,CA,33.779,-116.293,6947
Kentfield,Marin,CA,37.9481,-122.5496,6930
Mira Monte,Ventura,CA,34.4284,-119.2853,6912
Pollock Pines,El Dorado,CA,38.7564,-120.5904,6905
Colusa,Colusa,CA,39.2059,-122.0125,6891
Loomis,Placer,CA,38.8093,-121.1955,6866
Lake Mathews,Riverside,CA,33.825,-117.3683,6848
Lucas Valley-Marinwood,Marin,CA,38.0405,-122.5765,6841
Bermuda Dunes,Riverside,CA,33.7434,-116.2874,6817
Fowler,Fresno,CA,36.6243,-119.6737,6790
Thermalito,Butte,CA,39.4909,-121.615,6704
Castroville,Monterey,CA,36.765,-121.7535,6686
East Porterville,Tulare,CA,36.0573,-118.9713,6679
El Rio,Ventura,CA,34.2452,-119.1568,6505
Contra Costa Centre,Contra Costa,CA,37.9261,-122.054,6497
La Habra Heights,Los Angeles,CA,33.9602,-117.951,6492
Saranap,Contra Costa,CA,37.8878,-122.076,6492
East Foothills,Santa Clara,CA,37.3827,-121.8138,6278
Pleasure Point,Santa Cruz,CA,36.9618,-121.9715,6277
Fruitridge Pocket,Sacramento,CA,38.5326,-121.4558,6215
Keyes,Stanislaus,CA,37.5618,-120.9088,6185
Hidden Valley Lake,Lake,CA,38.8003,-122.5505,6044
Eucalyptus Hills,San Diego,CA,32.885,-116.9453,6017
East Pasadena,Los Angeles,CA,34.1377,-118.0776,5971
Silver Lakes,San Bernardino,CA,34.7519,-117.3431,5966
Paradise,Butte,CA,39.7558,-121.6063,5928
West Modesto,Stanislaus,CA,37.618,-121.0343,5911
Gustine,Merced,CA,37.2545,-120.9949,5882
Las Flores,Orange,CA,33.5838,-117.6235,5877
Durham,Butte,CA,39.6232,-121.7875,5863
Hilmar-Irwin,Merced,CA,37.4045,-120.8504,5846
Mayflower Village,Los Angeles,CA,34.116,-118.0096,5822
Elverta,Sacramento,CA,38.7185,-121.4455,5821
El Granada,San Mateo,CA,37.5134,-122.466,5819
Aptos,Santa Cruz,CA,36.9912,-121.8934,5797
Villa Park,Orange,CA,33.818,-117.8104,5790
Cutler,Tulare,CA,36.5263,-119.2884,5774
Strawberry,Marin,CA,37.8925,-122.5078,5759
Greenacres,Kern,CA,35.3831,-119.1184,5757
Cambria,San Luis Obispo,CA,35.5523,-121.0847,5725
Yosemite Lakes,Madera,CA,37.1885,-119.7723,5647
Twin Lakes,Santa Cruz,CA,36.9646,-121.9896,5642
Salton City,Imperial,CA,33.2994,-115.9609,5611
Rancho Murieta,Sacramento,CA,38.5085,-121.0716,5603
Palermo,Butte,CA,39.4313,-121.5225,5544
Old Fig Garden,Fresno,CA,36.7989,-119.8051,5529
El Cerrito,Riverside,CA,33.8395,-117.5222,5471
Indian Wells,Riverside,CA,33.7036,-116.3396,5470
Williams,Colusa,CA,39.1498,-122.1389,5469
Woodside,San Mateo,CA,37.4222,-122.2591,5458
Bear Valley Springs,Kern,CA,35.1775,-118.646,5442
Lucerne Valley,San Bernardino,CA,34.4427,-116.9021,5423
Kensington,Contra Costa,CA,37.9084,-122.2805,5415
Tara Hills,Contra Costa,CA,37.9939,-122.3188,5405
Jamul,San Diego,CA,32.7184,-116.8709,5384
Bret Harte,Stanislaus,CA,37.6021,-121.0045,5319
Wilton,Sacramento,CA,38.413,-121.2127,5307
Myrtletown,Humboldt,CA,40.7888,-124.1286,5290
Broadmoor,San Mateo,CA,37.6914,-122.4811,5286
Big Bear Lake,San Bernardino,CA,34.2429,-116.8951,5279
Burbank,Santa Clara,CA,37.3212,-121.9306,5252
Calistoga,Napa,CA,38.5818,-122.5824,5247
Lake Wildwood,Nevada,CA,39.235,-121.2003,5208
Denair,Stanislaus,CA,37.5262,-120.7994,5131
Buellton,Santa Barbara,CA,34.6152,-120.1943,5102
Mayfair,Fresno,CA,36.7693,-119.7612,5091
Garnet,Riverside,CA,33.9179,-116.4796,5057
Highgrove,Riverside,CA,34.0106,-117.3098,4986
Lake San Marcos,San Diego,CA,33.1196,-117.2088,4890
Guerneville,Sonoma,CA,38.5137,-122.9894,4808
Santa Venetia,Marin,CA,38.0055,-122.5032,4790
Lincoln Village,San Joaquin,CA,38.0054,-121.3339,4768
Oak View,Ventura,CA,34.399,-119.2976,4720
Boulder Creek,Santa Cruz,CA,37.1341,-122.1271,4712
Fetters Hot Springs-Agua Caliente,Sonoma,CA,38.3274,-122.4871,4697
Heber,Imperial,CA,32.7318,-115.5204,4686
Brisbane,San Mateo,CA,37.6898,-122.402,4671
Emerald Lake Hills,San Mateo,CA,37.4662,-122.2675,4594
Portola Valley,San Mateo,CA,37.3713,-122.2203,4568
Bonsall,San Diego,CA,33.2761,-117.1942,4464
Sunnyside,Fresno,CA,36.7294,-119.6945,4451
Planada,Merced,CA,37.2892,-120.3207,4418
Mather,Sacramento,CA,38.5489,-121.2832,4408
Santa Ynez,Santa Barbara,CA,34.6151,-120.0944,4401
Ford City,Kern,CA,35.1647,-119.4584,4365
Pacheco,Contra Costa,CA,37.9878,-122.07,4355
Del Mar,San Diego,CA,32.9633,-117.2627,4319
Copperopolis,Calaveras,CA,37.9365,-120.6277,4299
Running Springs,San Bernardino,CA,34.2104,-117.1147,4296
Carmel Valley Village,Monterey,CA,36.4824,-121.7198,4293
Phoenix Lake,Tuolumne,CA,38.0075,-120.3089,4283
Wrightwood,San Bernardino,CA,34.3495,-117.6299,4283
Humboldt Hill,Humboldt,CA,40.7219,-124.1987,4268
Mountain View Acres,San Bernardino,CA,34.4976,-117.3472,4260
North Richmond,Contra Costa,CA,37.9642,-122.3711,4233
Mojave,Kern,CA,35.0139,-118.1895,4230
Harbison Canyon,San Diego,CA,32.8273,-116.8381,4223
Ivanhoe,Tulare,CA,36.3886,-119.2202,4198
Del Monte Forest,Monterey,CA,36.5857,-121.9439,4197
Lake of the Pines,Nevada,CA,39.0378,-121.0642,4137
McSwain,Merced,CA,37.3146,-120.5867,4137
West Menlo Park,San Mateo,CA,37.4338,-122.2034,4116
Bystrom,Stanislaus,CA,37.6199,-120.9827,4099
Morada,San Joaquin,CA,38.0386,-121.2456,4068
Rio Dell,Humboldt,CA,40.5022,-124.1103,4056
North El Monte,Los Angeles,CA,34.103,-118.0238,4028
San Joaquin,Fresno,CA,36.6057,-120.1897,4002
Clearlake Riviera,Lake,CA,38.9512,-122.7207,3933
Vine Hill,Contra Costa,CA,38.0071,-122.0873,3887
Lenwood,San Bernardino,CA,34.8861,-117.1078,3884
Angels,Calaveras,CA,38.0707,-120.5501,3868
Woodbridge,San Joaquin,CA,38.1692,-121.3113,3865
Shingle Springs,El Dorado,CA,38.6665,-120.937,3865
French Camp,San Joaquin,CA,37.8802,-121.2803,3857
Wheatland,Yuba,CA,39.0287,-121.39,3848
Carmel-by-the-Sea,Monterey,CA,36.5528,-121.9222,3811
Felton,Santa Cruz,CA,37.0392,-122.0804,3810
Burney,Shasta,CA,40.8846,-121.6691,3807
Moss Beach,San Mateo,CA,37.5184,-122.5036,3799
Camino Tassajara,Contra Costa,CA,37.7909,-121.885,3798
Mission Hills,Santa Barbara,CA,34.6861,-120.4404,3796
Pixley,Tulare,CA,35.9769,-119.2889,3796
Armona,Kings,CA,36.3179,-119.7054,3795
Esparto,Yolo,CA,38.6934,-122.0241,3783
Las Lomas,Monterey,CA,36.8689,-121.7317,3755
Agua Dulce,Los Angeles,CA,34.5044,-118.316,3728
Freedom,Santa Cruz,CA,36.9402,-121.7953,3719
Brooktrails,Mendocino,CA,39.4429,-123.3963,3709
Forestville,Sonoma,CA,38.4825,-122.8899,3685
Empire,Stanislaus,CA,37.6432,-120.9045,3667
Kennedy,San Joaquin,CA,37.929,-121.2457,3665
Arbuckle,Colusa,CA,39.0141,-122.061,3636
Riverdale,Fresno,CA,36.4304,-119.8671,3625
Stallion Springs,Kern,CA,35.0935,-118.6477,3625
Avalon,Los Angeles,CA,33.3342,-118.3315,3606
Reliez Valley,Contra Costa,CA,37.9399,-122.1027,3575
Hoopa,Humboldt,CA,41.0802,-123.6972,3573
Pajaro,Monterey,CA,36.9016,-121.7417,3561
Greenfield,Kern,CA,35.2695,-119.0095,3534
Meiners Oaks,Ventura,CA,34.4505,-119.2731,3508
Mono Vista,Tuolumne,CA,38.0124,-120.2697,3504
Auburn Lake Trails,El Dorado,CA,38.8917,-120.9849,3499
Campo,San Diego,CA,32.6394,-116.4745,3482
Meadow Vista,Placer,CA,39.003,-121.0304,3460
Lake Isabella,Kern,CA,35.6378,-118.4819,3454
Squaw Valley,Fresno,CA,36.6944,-119.2,3449
Day Valley,Santa Cruz,CA,37.0255,-121.8559,3439
Valley Springs,Calaveras,CA,38.1837,-120.815,3428
Monte Sereno,Santa Clara,CA,37.2404,-121.9882,3427
Angwin,Napa,CA,38.5776,-122.4513,3424
El Verano,Sonoma,CA,38.2975,-122.4915,3424
Oakhurst,Madera,CA,37.3342,-119.6483,3424
Tarpey Village,Fresno,CA,36.7941,-119.7012,3390
Lockeford,San Joaquin,CA,38.1509,-121.1554,3390
Hidden Meadows,San Diego,CA,33.2236,-117.1198,3386
Vandenberg AFB,Santa Barbara,CA,34.7483,-120.5182,3379
Cabazon,Riverside,CA,33.9127,-116.7828,3367
Casa Conejo,Ventura,CA,34.1847,-118.9445,3366
Loyola,Santa Clara,CA,37.3502,-122.098,3364
East Oakdale,Stanislaus,CA,37.7854,-120.8007,3344
Desert Edge,Riverside,CA,33.9223,-116.4401,3343
Kelseyville,Lake,CA,38.9704,-122.8327,3332
Goshen,Tulare,CA,36.3518,-119.421,3316
Terra Bella,Tulare,CA,35.9567,-119.0328,3304
Cottonwood,Shasta,CA,40.3904,-122.2861,3289
Lake California,Tehama,CA,40.3608,-122.2102,3281
Morongo Valley,San Bernardino,CA,34.0724,-116.5627,3262
Weaverville,Trinity,CA,40.7488,-122.9274,3240
Tipton,Tulare,CA,36.0585,-119.313,3218
East Richmond Heights,Contra Costa,CA,37.945,-122.314,3214
Colfax,Placer,CA,39.0938,-120.9533,3205
Seacliff,Santa Cruz,CA,36.977,-121.9176,3201
South Oroville,Butte,CA,39.4767,-121.5439,3181
Santa Rosa Valley,Ventura,CA,34.2453,-118.9023,3180
Marin City,Marin,CA,37.8711,-122.5137,3173
Anza,Riverside,CA,33.5679,-116.6967,3151
Nevada City,Nevada,CA,39.2607,-121.0231,3148
Pine Hills,Humboldt,CA,40.7313,-124.1551,3146
North Lakeport,Lake,CA,39.0883,-122.9054,3141
Coronita,Riverside,CA,33.876,-117.6109,3138
Rollingwood,Contra Costa,CA,37.9655,-122.3305,3110
Crockett,Contra Costa,CA,38.0519,-122.2201,3094
Cambrian Park,Santa Clara,CA,37.2563,-121.9287,3094
Loma Rica,Yuba,CA,39.3204,-121.4038,3088
San Andreas,Calaveras,CA,38.1911,-120.6763,3085
Ridgemark,San Benito,CA,36.8082,-121.3623,3062
San Antonio Heights,San Bernardino,CA,34.1571,-117.6592,3034
Meadowbrook,Riverside,CA,33.7253,-117.2851,3033
Cutten,Humboldt,CA,40.7657,-124.1446,3029
Montalvin Manor,Contra Costa,CA,37.9977,-122.33,3023
Oasis,Riverside,CA,33.5275,-116.1261,3020
Bonny Doon,Santa Cruz,CA,37.0435,-122.1369,3009
Val Verde,Los Angeles,CA,34.4504,-118.6717,2996
Sutter,Sutter,CA,39.1556,-121.7492,2994
San Miguel,Contra Costa,CA,37.8867,-122.0368,2993
Vista Santa Rosa,Riverside,CA,33.6227,-116.2126,2967
Yountville,Napa,CA,38.3963,-122.3671,2966
Penngrove,Sonoma,CA,38.3005,-122.6707,2961
Lucerne,Lake,CA,39.0697,-122.776,2956
Winchester,Riverside,CA,33.7146,-117.0775,2931
La Selva Beach,Santa Cruz,CA,36.9276,-121.8445,2917
Strathmore,Tulare,CA,36.1438,-119.0611,2915
Hartley,Solano,CA,38.4203,-121.9521,2907
Fairbanks Ranch,San Diego,CA,32.9919,-117.1859,2901
North Shore,Riverside,CA,33.5157,-115.9092,2892
Lake Nacimiento,San Luis Obispo,CA,35.7309,-120.8702,2884
Channel Islands Beach,Ventura,CA,34.1586,-119.2231,2864
Granite Hills,San Diego,CA,32.8033,-116.9056,2833
Kings Beach,Placer,CA,39.249,-120.0201,2833
Amesti,Santa Cruz,CA,36.9583,-121.7805,2832
San Miguel,San Luis Obispo,CA,35.7534,-120.6924,2807
Caruthers,Fresno,CA,36.5399,-119.845,2773
Dixon Lane-Meadow Creek,Inyo,CA,37.3864,-118.4152,2760
Mission Canyon,Santa Barbara,CA,34.4534,-119.7125,2755
Crest,San Diego,CA,32.8,-116.8671,2746
Weed,Siskiyou,CA,41.4128,-122.3816,2725
Homestead Valley,San Bernardino,CA,34.273,-116.4145,2723
Montara,San Mateo,CA,37.5482,-122.4924,2692
Cayucos,San Luis Obispo,CA,35.4375,-120.8847,2692
Jamestown,Tuolumne,CA,37.9574,-120.411,2687
Kelly Ridge,Butte,CA,39.5289,-121.4662,2679
Pine Mountain Lake,Tuolumne,CA,37.8599,-120.1843,2671
Georgetown,El Dorado,CA,38.9112,-120.8356,2668
West Bishop,Inyo,CA,37.3571,-118.4542,2661
Collierville,San Joaquin,CA,38.2141,-121.2675,2642
Alturas,Modoc,CA,41.4898,-120.5516,2638
Dogtown,San Joaquin,CA,38.2096,-121.1551,2629
East Quincy,Plumas,CA,39.9165,-120.9189,2622
Sutter Creek,Amador,CA,38.3827,-120.8107,2622
Bayview,Humboldt,CA,40.7654,-124.1787,2617
Bella Vista,Shasta,CA,40.6502,-122.245,2614
Rose Hills,Los Angeles,CA,34.009,-118.0419,2612
Richgrove,Tulare,CA,35.7966,-119.1069,2611
Arnold,Calaveras,CA,38.2423,-120.3547,2605
Lexington Hills,Santa Clara,CA,37.1616,-121.9879,2603
Rancho Santa Fe,San Diego,CA,33.024,-117.1992,2591
Edwards AFB,Kern,CA,34.9045,-117.9295,2571
Frazier Park,Kern,CA,34.8123,-118.9542,2570
Lakeview,Riverside,CA,33.8285,-117.1233,2566
Aromas,San Benito,CA,36.8771,-121.6404,2553
Green Acres,Riverside,CA,33.735,-117.0782,2542
Twain Harte,Tuolumne,CA,38.0384,-120.234,2523
Santa Nella,Merced,CA,37.1014,-121.0153,2508
Desert View Highlands,Los Angeles,CA,34.5901,-118.1535,2496
Parksdale,Madera,CA,36.9465,-120.0212,2493
Auberry,Fresno,CA,37.0755,-119.4901,2476
Ahwahnee,Madera,CA,37.3652,-119.7194,2461
Idyllwild-Pine Cove,Riverside,CA,33.7443,-116.7257,2459
Ross,Marin,CA,37.9638,-122.5615,2451
Poplar-Cotton Center,Tulare,CA,36.0564,-119.1493,2436
Sky Valley,Riverside,CA,33.8912,-116.3551,2430
Taft Heights,Kern,CA,35.1337,-119.4711,2424
Hayfork,Trinity,CA,40.561,-123.1299,2421
Rouse,Stanislaus,CA,37.6196,-121.0084,2420
Three Rivers,Tulare,CA,36.4319,-118.8806,2397
Nice,Lake,CA,39.1266,-122.8526,2393
Bell Canyon,Ventura,CA,34.2081,-118.6876,2391
Corralitos,Santa Cruz,CA,36.9941,-121.7892,2381
Patterson Tract,Tulare,CA,36.3795,-119.2956,2351
Brookdale,Santa Cruz,CA,37.1058,-122.1106,2345
Portola,Plumas,CA,39.8241,-120.4733,2313
Boron,Kern,CA,35.0164,-117.6659,2312
Pine Canyon,Monterey,CA,36.1757,-121.1498,2294
Soulsbyville,Tuolumne,CA,37.9917,-120.2617,2286
Clearlake Oaks,Lake,CA,39.0218,-122.6593,2279
Shingletown,Shasta,CA,40.5035,-121.86,2272
Westmorland,Imperial,CA,33.0389,-115.6223,2254
Borrego Springs,San Diego,CA,33.241,-116.3571,2252
Buckhorn,Amador,CA,38.4532,-120.5354,2246
Weedpatch,Kern,CA,35.2369,-118.9123,2238
Romoland,Riverside,CA,33.7648,-117.1572,2227
Hamilton City,Glenn,CA,39.7422,-122.0125,2224
Columbia,Tuolumne,CA,38.0333,-120.4097,2217
Easton,Fresno,CA,36.6524,-119.7908,2206
Sleepy Hollow,Marin,CA,38.012,-122.5877,2200
East Sonora,Tuolumne,CA,37.9777,-120.341,2189
Weldon,Kern,CA,35.6431,-118.3103,2181
Laton,Fresno,CA,36.4338,-119.6916,2166
Chester,Plumas,CA,40.3017,-121.2339,2116
San Juan Bautista,San Benito,CA,36.8455,-121.538,2104
Belvedere,Marin,CA,37.8735,-122.4662,2104
Murphys,Calaveras,CA,38.1447,-120.4348,2100
Mountain View,Contra Costa,CA,38.0093,-122.1169,2066
Bertsch-Oceanview,Del Norte,CA,41.7524,-124.1594,2042
Piru,Ventura,CA,34.4075,-118.7999,2019
Bethel Island,Contra Costa,CA,38.0288,-121.6404,2010
Rainbow,San Diego,CA,33.4098,-117.1395,1994
Aptos Hills-Larkin Valley,Santa Cruz,CA,36.9606,-121.8341,1993
Calwa,Fresno,CA,36.7136,-119.7607,1974
Wofford Heights,Kern,CA,35.7127,-118.4732,1973
Bayview,Contra Costa,CA,38.0056,-122.3198,1954
China Lake Acres,Kern,CA,35.6387,-117.7667,1947
Lost Hills,Kern,CA,35.6254,-119.6789,1943
San Pasqual,Los Angeles,CA,34.1393,-118.1027,1932
Red Corral,Amador,CA,38.4116,-120.6056,1930
Rancho Tehama Reserve,Tehama,CA,40.001,-122.4418,1922
Warm Springs,Riverside,CA,33.7067,-117.3344,1903
Elizabeth Lake,Los Angeles,CA,34.659,-118.3783,1895
Quincy,Plumas,CA,39.931,-120.9548,1895
Hidden Hills,Los Angeles,CA,34.1637,-118.6612,1890
Biggs,Butte,CA,39.4102,-121.7133,1879
Graton,Sonoma,CA,38.4376,-122.866,1877
Fairmead,Madera,CA,37.0775,-120.1937,1876
London,Tulare,CA,36.481,-119.444,1854
Parkwood,Madera,CA,36.9293,-120.0482,1853
Woodville,Tulare,CA,36.0898,-119.205,1852
Los Molinos,Tehama,CA,40.027,-122.0981,1845
Rolling Hills,Los Angeles,CA,33.76,-118.3471,1845
Lone Pine,Inyo,CA,36.5774,-118.0777,1837
Lake Sherwood,Ventura,CA,34.1339,-118.8804,1835
Shasta,Shasta,CA,40.591,-122.4797,1804
Pine Mountain Club,Kern,CA,34.8446,-119.1669,1803
Lebec,Kern,CA,34.845,-118.8992,1802
Camino,El Dorado,CA,38.7412,-120.6815,1799
Linden,San Joaquin,CA,38.0186,-121.0994,1790
Littlerock,Los Angeles,CA,34.5232,-117.9809,1766
Woodlands,San Luis Obispo,CA,35.0289,-120.5524,1743
Toro Canyon,Santa Barbara,CA,34.4235,-119.5568,1735
Los Ranchos,San Luis Obispo,CA,35.2102,-120.6291,1730
Pine Grove,Amador,CA,38.4074,-120.6606,1730
Le Grand,Merced,CA,37.2288,-120.254,1726
Monument Hills,Yolo,CA,38.6641,-121.8756,1700
Seeley,Imperial,CA,32.7899,-115.6842,1699
South Dos Palos,Merced,CA,36.9707,-120.6467,1682
Pine Valley,San Diego,CA,32.8415,-116.5107,1669
Black Point-Green Point,Marin,CA,38.112,-122.5191,1655
Del Rey Oaks,Monterey,CA,36.5929,-121.8381,1654
Searles Valley,San Bernardino,CA,35.7701,-117.3967,1646
Descanso,San Diego,CA,32.8696,-116.6279,1644
Home Garden,Kings,CA,36.3025,-119.6362,1643
Coarsegold,Madera,CA,37.2526,-119.7,1643
Los Alamos,Santa Barbara,CA,34.7375,-120.2783,1623
Lower Lake,Lake,CA,38.9119,-122.6085,1595
Buttonwillow,Kern,CA,35.4092,-119.4406,1591
Callender,San Luis Obispo,CA,35.048,-120.5759,1583
Leona Valley,Los Angeles,CA,34.6147,-118.299,1581
Tuolumne City,Tuolumne,CA,37.9615,-120.2428,1577
Green Valley,Solano,CA,38.2607,-122.1622,1572
Big Pine,Inyo,CA,37.1655,-118.2952,1568
Temelec,Sonoma,CA,38.2577,-122.4982,1564
Dunsmuir,Siskiyou,CA,41.2318,-122.2714,1564
Foresthill,Placer,CA,39.0053,-120.8314,1546
Westwood,Lassen,CA,40.3049,-121.0045,1545
Willow Creek,Humboldt,CA,40.9385,-123.6412,1539
South Taft,Kern,CA,35.1293,-119.4575,1526
Forest Meadows,Calaveras,CA,38.1664,-120.4052,1516
Lagunitas-Forest Knolls,Marin,CA,38.018,-122.6914,1504
Knightsen,Contra Costa,CA,37.9633,-121.6511,1500
Del Rey,Fresno,CA,36.6562,-119.5993,1498
Colma,San Mateo,CA,37.6767,-122.4526,1489
Ladera,San Mateo,CA,37.3996,-122.199,1465
Biola,Fresno,CA,36.8006,-120.0199,1451
Irwindale,Los Angeles,CA,34.1121,-117.9636,1446
Pioneer,Amador,CA,38.4354,-120.5848,1443
Chualar,Monterey,CA,36.5711,-121.5103,1442
Penn Valley,Nevada,CA,39.1954,-121.1942,1424
Montague,Siskiyou,CA,41.7276,-122.5304,1398
Midpines,Mariposa,CA,37.5531,-119.9485,1396
Kettleman City,Kings,CA,36.009,-119.9627,1395
Bodfish,Kern,CA,35.5765,-118.4764,1384
Redwood Valley,Mendocino,CA,39.269,-123.2023,1376
Allendale,Solano,CA,38.4426,-121.9814,1362
Thermal,Riverside,CA,33.6262,-116.1308,1359
Herlong,Lassen,CA,40.1419,-120.1399,1353
Ferndale,Humboldt,CA,40.5799,-124.2619,1352
Eldridge,Sonoma,CA,38.3339,-122.5065,1351
Mariposa,Mariposa,CA,37.4873,-119.9682,1351
Byron,Contra Costa,CA,37.8756,-121.642,1348
Lewiston,Trinity,CA,40.6969,-122.8225,1340
Malaga,Fresno,CA,36.6816,-119.7318,1337
Mountain Ranch,Calaveras,CA,38.2509,-120.5119,1306
Woodacre,Marin,CA,38.0052,-122.6384,1303
Riverdale Park,Stanislaus,CA,37.6028,-121.0425,1301
Walnut Grove,Sacramento,CA,38.2478,-121.528,1300
